0,0.1,0.49,1,0.49,1,0.49,1,0.49,1,0.49,1,0.49,1,0.49,1,0.49,1,0.49,1,0.49,1,0.49,1,0.49,1,0.49,1,0.49,1,0.49,1,0.49,1,0.49,1,0.49,1,0.49,1,0.49,1,0.49,1,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,2.11072e-12,2.11072e-12,2.11072e-12,2.11072e-12,2.11072e-12,2.11072e-12,2.11072e-12,2.11072e-12,2.11072e-12,2.11072e-12,2.11072e-12,2.11072e-12,2.11072e-12,2.11072e-12,2.11072e-12,2.11072e-12,2.11072e-12,2.11072e-12,2.11072e-12,2.11072e-12,2.11072e-12,
0.1,0.2,0.4851244185,0.9900498338,0.4851244185,0.9900498338,0.4851244185,0.9900498338,0.4851244185,0.9900498338,0.4851244185,0.9900498338,0.4851244185,0.9900498338,0.4851244185,0.9900498338,0.4851244185,0.9900498338,0.4851244185,0.9900498338,0.4851244185,0.9900498338,0.4851244185,0.9900498338,0.4851244185,0.9900498338,0.4851244185,0.9900498338,0.4851244185,0.9900498338,0.4851244185,0.9900498338,0.4851244185,0.9900498338,0.4851244185,0.9900498338,0.4851244185,0.9900498338,0.4851244185,0.9900498338,0.4851244185,0.9900498338,0.4851244185,0.9900498338,0.504925,0.504925,0.504925,0.504925,0.504925,0.504925,0.504925,0.504925,0.504925,0.504925,0.504925,0.504925,0.504925,0.504925,0.504925,0.504925,0.504925,0.504925,0.504925,0.504925,0.504925,2.0905e-12,2.0905e-12,2.0905e-12,2.0905e-12,2.0905e-12,2.0905e-12,2.0905e-12,2.0905e-12,2.0905e-12,2.0905e-12,2.0905e-12,2.0905e-12,2.0905e-12,2.0905e-12,2.0905e-12,2.0905e-12,2.0905e-12,2.0905e-12,2.0905e-12,2.0905e-12,2.0905e-12,
0.2,0.3,0.4802973499,0.9801986733,0.4802973499,0.9801986733,0.4802973499,0.9801986733,0.4802973499,0.9801986733,0.4802973499,0.9801986733,0.4802973499,0.9801986733,0.4802973499,0.9801986733,0.4802973499,0.9801986733,0.4802973499,0.9801986733,0.4802973499,0.9801986733,0.4802973499,0.9801986733,0.4802973499,0.9801986733,0.4802973499,0.9801986733,0.4802973499,0.9801986733,0.4802973499,0.9801986733,0.4802973499,0.9801986733,0.4802973499,0.9801986733,0.4802973499,0.9801986733,0.4802973499,0.9801986733,0.4802973499,0.9801986733,0.4802973499,0.9801986733,0.499901,0.499901,0.499901,0.499901,0.499901,0.499901,0.499901,0.499901,0.499901,0.499901,0.499901,0.499901,0.499901,0.499901,0.499901,0.499901,0.499901,0.499901,0.499901,0.499901,0.499901,2.06971e-12,2.06971e-12,2.06971e-12,2.06971e-12,2.06971e-12,2.06971e-12,2.06971e-12,2.06971e-12,2.06971e-12,2.06971e-12,2.06971e-12,2.06971e-12,2.06971e-12,2.06971e-12,2.06971e-12,2.06971e-12,2.06971e-12,2.06971e-12,2.06971e-12,2.06971e-12,2.06971e-12,
0.3,0.4,0.4755183114,0.9704455336,0.4755183114,0.9704455336,0.4755183114,0.9704455336,0.4755183114,0.9704455336,0.4755183114,0.9704455336,0.4755183114,0.9704455336,0.4755183114,0.9704455336,0.4755183114,0.9704455336,0.4755183114,0.9704455336,0.4755183114,0.9704455336,0.4755183114,0.9704455336,0.4755183114,0.9704455336,0.4755183114,0.9704455336,0.4755183114,0.9704455336,0.4755183114,0.9704455336,0.4755183114,0.9704455336,0.4755183114,0.9704455336,0.4755183114,0.9704455336,0.4755183114,0.9704455336,0.4755183114,0.9704455336,0.4755183114,0.9704455336,0.494927,0.494927,0.494927,0.494927,0.494927,0.494927,0.494927,0.494927,0.494927,0.494927,0.494927,0.494927,0.494927,0.494927,0.494927,0.494927,0.494927,0.494927,0.494927,0.494927,0.494927,2.04912e-12,2.04912e-12,2.04912e-12,2.04912e-12,2.04912e-12,2.04912e-12,2.04912e-12,2.04912e-12,2.04912e-12,2.04912e-12,2.04912e-12,2.04912e-12,2.04912e-12,2.04912e-12,2.04912e-12,2.04912e-12,2.04912e-12,2.04912e-12,2.04912e-12,2.04912e-12,2.04912e-12,
0.4,0.5,0.4707868252,0.9607894392,0.4707868252,0.9607894392,0.4707868252,0.9607894392,0.4707868252,0.9607894392,0.4707868252,0.9607894392,0.4707868252,0.9607894392,0.4707868252,0.9607894392,0.4707868252,0.9607894392,0.4707868252,0.9607894392,0.4707868252,0.9607894392,0.4707868252,0.9607894392,0.4707868252,0.9607894392,0.4707868252,0.9607894392,0.4707868252,0.9607894392,0.4707868252,0.9607894392,0.4707868252,0.9607894392,0.4707868252,0.9607894392,0.4707868252,0.9607894392,0.4707868252,0.9607894392,0.4707868252,0.9607894392,0.4707868252,0.9607894392,0.490003,0.490003,0.490003,0.490003,0.490003,0.490003,0.490003,0.490003,0.490003,0.490003,0.490003,0.490003,0.490003,0.490003,0.490003,0.490003,0.490003,0.490003,0.490003,0.490003,0.490003,2.02874e-12,2.02874e-12,2.02874e-12,2.02874e-12,2.02874e-12,2.02874e-12,2.02874e-12,2.02874e-12,2.02874e-12,2.02874e-12,2.02874e-12,2.02874e-12,2.02874e-12,2.02874e-12,2.02874e-12,2.02874e-12,2.02874e-12,2.02874e-12,2.02874e-12,2.02874e-12,2.02874e-12,
0.5,0.6,0.466102418,0.9512294245,0.466102418,0.9512294245,0.466102418,0.9512294245,0.466102418,0.9512294245,0.466102418,0.9512294245,0.466102418,0.9512294245,0.466102418,0.9512294245,0.466102418,0.9512294245,0.466102418,0.9512294245,0.466102418,0.9512294245,0.466102418,0.9512294245,0.466102418,0.9512294245,0.466102418,0.9512294245,0.466102418,0.9512294245,0.466102418,0.9512294245,0.466102418,0.9512294245,0.466102418,0.9512294245,0.466102418,0.9512294245,0.466102418,0.9512294245,0.466102418,0.9512294245,0.466102418,0.9512294245,0.485127,0.485127,0.485127,0.485127,0.485127,0.485127,0.485127,0.485127,0.485127,0.485127,0.485127,0.485127,0.485127,0.485127,0.485127,0.485127,0.485127,0.485127,0.485127,0.485127,0.485127,2.00856e-12,2.00856e-12,2.00856e-12,2.00856e-12,2.00856e-12,2.00856e-12,2.00856e-12,2.00856e-12,2.00856e-12,2.00856e-12,2.00856e-12,2.00856e-12,2.00856e-12,2.00856e-12,2.00856e-12,2.00856e-12,2.00856e-12,2.00856e-12,2.00856e-12,2.00856e-12,2.00856e-12,
0.6,0.7,0.4614646215,0.9417645336,0.4614646215,0.9417645336,0.4614646215,0.9417645336,0.4614646215,0.9417645336,0.4614646215,0.9417645336,0.4614646215,0.9417645336,0.4614646215,0.9417645336,0.4614646215,0.9417645336,0.4614646215,0.9417645336,0.4614646215,0.9417645336,0.4614646215,0.9417645336,0.4614646215,0.9417645336,0.4614646215,0.9417645336,0.4614646215,0.9417645336,0.4614646215,0.9417645336,0.4614646215,0.9417645336,0.4614646215,0.9417645336,0.4614646215,0.9417645336,0.4614646215,0.9417645336,0.4614646215,0.9417645336,0.4614646215,0.9417645336,0.4803,0.4803,0.4803,0.4803,0.4803,0.4803,0.4803,0.4803,0.4803,0.4803,0.4803,0.4803,0.4803,0.4803,0.4803,0.4803,0.4803,0.4803,0.4803,0.4803,0.4803,1.98858e-12,1.98858e-12,1.98858e-12,1.98858e-12,1.98858e-12,1.98858e-12,1.98858e-12,1.98858e-12,1.98858e-12,1.98858e-12,1.98858e-12,1.98858e-12,1.98858e-12,1.98858e-12,1.98858e-12,1.98858e-12,1.98858e-12,1.98858e-12,1.98858e-12,1.98858e-12,1.98858e-12,
0.7,0.8,0.4568729718,0.9323938199,0.4568729718,0.9323938199,0.4568729718,0.9323938199,0.4568729718,0.9323938199,0.4568729718,0.9323938199,0.4568729718,0.9323938199,0.4568729718,0.9323938199,0.4568729718,0.9323938199,0.4568729718,0.9323938199,0.4568729718,0.9323938199,0.4568729718,0.9323938199,0.4568729718,0.9323938199,0.4568729718,0.9323938199,0.4568729718,0.9323938199,0.4568729718,0.9323938199,0.4568729718,0.9323938199,0.4568729718,0.9323938199,0.4568729718,0.9323938199,0.4568729718,0.9323938199,0.4568729718,0.9323938199,0.4568729718,0.9323938199,0.475521,0.475521,0.475521,0.475521,0.475521,0.475521,0.475521,0.475521,0.475521,0.475521,0.475521,0.475521,0.475521,0.475521,0.475521,0.475521,0.475521,0.475521,0.475521,0.475521,0.475521,1.96881e-12,1.96881e-12,1.96881e-12,1.96881e-12,1.96881e-12,1.96881e-12,1.96881e-12,1.96881e-12,1.96881e-12,1.96881e-12,1.96881e-12,1.96881e-12,1.96881e-12,1.96881e-12,1.96881e-12,1.96881e-12,1.96881e-12,1.96881e-12,1.96881e-12,1.96881e-12,1.96881e-12,
0.8,0.9,0.4523270097,0.9231163464,0.4523270097,0.9231163464,0.4523270097,0.9231163464,0.4523270097,0.9231163464,0.4523270097,0.9231163464,0.4523270097,0.9231163464,0.4523270097,0.9231163464,0.4523270097,0.9231163464,0.4523270097,0.9231163464,0.4523270097,0.9231163464,0.4523270097,0.9231163464,0.4523270097,0.9231163464,0.4523270097,0.9231163464,0.4523270097,0.9231163464,0.4523270097,0.9231163464,0.4523270097,0.9231163464,0.4523270097,0.9231163464,0.4523270097,0.9231163464,0.4523270097,0.9231163464,0.4523270097,0.9231163464,0.4523270097,0.9231163464,0.470789,0.470789,0.470789,0.470789,0.470789,0.470789,0.470789,0.470789,0.470789,0.470789,0.470789,0.470789,0.470789,0.470789,0.470789,0.470789,0.470789,0.470789,0.470789,0.470789,0.470789,1.94922e-12,1.94922e-12,1.94922e-12,1.94922e-12,1.94922e-12,1.94922e-12,1.94922e-12,1.94922e-12,1.94922e-12,1.94922e-12,1.94922e-12,1.94922e-12,1.94922e-12,1.94922e-12,1.94922e-12,1.94922e-12,1.94922e-12,1.94922e-12,1.94922e-12,1.94922e-12,1.94922e-12,
0.9,1,0.4478262808,0.9139311853,0.4478262808,0.9139311853,0.4478262808,0.9139311853,0.4478262808,0.9139311853,0.4478262808,0.9139311853,0.4478262808,0.9139311853,0.4478262808,0.9139311853,0.4478262808,0.9139311853,0.4478262808,0.9139311853,0.4478262808,0.9139311853,0.4478262808,0.9139311853,0.4478262808,0.9139311853,0.4478262808,0.9139311853,0.4478262808,0.9139311853,0.4478262808,0.9139311853,0.4478262808,0.9139311853,0.4478262808,0.9139311853,0.4478262808,0.9139311853,0.4478262808,0.9139311853,0.4478262808,0.9139311853,0.4478262808,0.9139311853,0.466105,0.466105,0.466105,0.466105,0.466105,0.466105,0.466105,0.466105,0.466105,0.466105,0.466105,0.466105,0.466105,0.466105,0.466105,0.466105,0.466105,0.466105,0.466105,0.466105,0.466105,1.92984e-12,1.92984e-12,1.92984e-12,1.92984e-12,1.92984e-12,1.92984e-12,1.92984e-12,1.92984e-12,1.92984e-12,1.92984e-12,1.92984e-12,1.92984e-12,1.92984e-12,1.92984e-12,1.92984e-12,1.92984e-12,1.92984e-12,1.92984e-12,1.92984e-12,1.92984e-12,1.92984e-12,
1,1.1,0.4433703348,0.904837418,0.4433703348,0.904837418,0.4433703348,0.904837418,0.4433703348,0.904837418,0.4433703348,0.904837418,0.4433703348,0.904837418,0.4433703348,0.904837418,0.4433703348,0.904837418,0.4433703348,0.904837418,0.4433703348,0.904837418,0.4433703348,0.904837418,0.4433703348,0.904837418,0.4433703348,0.904837418,0.4433703348,0.904837418,0.4433703348,0.904837418,0.4433703348,0.904837418,0.4433703348,0.904837418,0.4433703348,0.904837418,0.4433703348,0.904837418,0.4433703348,0.904837418,0.4433703348,0.904837418,0.461467,0.461467,0.461467,0.461467,0.461467,0.461467,0.461467,0.461467,0.461467,0.461467,0.461467,0.461467,0.461467,0.461467,0.461467,0.461467,0.461467,0.461467,0.461467,0.461467,0.461467,1.91064e-12,1.91064e-12,1.91064e-12,1.91064e-12,1.91064e-12,1.91064e-12,1.91064e-12,1.91064e-12,1.91064e-12,1.91064e-12,1.91064e-12,1.91064e-12,1.91064e-12,1.91064e-12,1.91064e-12,1.91064e-12,1.91064e-12,1.91064e-12,1.91064e-12,1.91064e-12,1.91064e-12,
